id,classification_model
d6f214237b63277f6b4aab8f,0.0
9fd9d64195e1dd89e050a26d,0.0
0d0d9566ab78170acfd64dee,0.0
8593db71a40b49ffc7486050,0.0
70dbc379a80a82dd31c6f9da,0.0
90c21d798dc22612f37d8587,0.0
a46bc03889b88287eada2154,0.0
9373d7baeed4a8d6d63df39b,0.0
1838ae1dbe081bb79e3bdfcb,0.0
36afe951548a25a558247b59,0.0
681fa11b4db183d26e4f567b,0.0
af349d5d2a3bb97a8af8d9a1,0.0
f45c1274a9cd8dc6d21118d4,0.0
dbbc73668d1bd9113dab7725,0.0
67ff6f8deab8a76e6039debc,0.0
34070bdb47d35a1fb303ff6c,0.0
d30393b6417f6b97ce4a293e,1.0
5ca4b2d607e70bab94103c2c,0.0
e0bdb496ec8304c9ae4089cb,1.0
01dece9b14fe4f8f3923359d,0.0
b06edd23590639242834640f,0.0
fed1f056b55f1e5da7bed47a,0.0
c2d6a7ff4f34c4a0ba5e9a8f,0.0
78f9ee7339a0b09e6f81ce93,1.0
bc974bc2f945562881abe558,0.0
6e0fe8ea016b0e02aec8a318,0.0
3c65970dee8f436e317ca60e,0.0
dd592d884b0537de057ab4ec,0.0
ddd648bee4a207179ecdcc06,0.0
ab5ad4b6674921014fd41041,0.0
28d87621f25aa7b016921f0f,0.0
5c80aa13f4dec0dc1d7ba247,0.0
7ca23b7c311e57c21cf119ee,0.0
a45ff53cf2d0ea7e0e919e85,0.0
20af5ea584446750cc9c0755,0.0
61476f12ef1b8d4a85a3007c,0.0
fe0b60b0bb2b4cbc2e420a31,0.0
d8dbed33245d8a8ac89ba556,0.0
c9053de55951cbf5ee7e0d24,0.0
a78dcc28efa299f55f6de4c9,0.0
7fef7e6f471afc409b631e3a,0.0
6e947aadf9f2668b711e3203,0.0
e2a798426bfd3d77061199e9,0.0
ee74dac78844ac5d494b3bf9,0.0
c04b898c634fb5bc311ea8b7,0.0
ca66d3b2ca86df5822f17e25,0.0
813faaa52f8beba0a6ec1dab,0.0
6f3a3ef4c98542d8ff160361,1.0
bd448a64ac5308eaf916171c,0.0
72b75552dd724b939daedb64,0.0
863229556e6f80a1526f973a,0.0
a579c15605079a94f06e19ef,0.0
72872c44a8d2f929ade5efb8,0.0
a1167e41e63bafb300fb8ba9,0.0
834e9d5b7b74eaef4644327f,0.0
9c4ee85a5c55ca49f82f2381,0.0
d6f1956bf5777049f9274351,1.0
e0975fc22f981455f5eb0e40,0.0
f5e123326e9309569605fffe,0.0
b2ff633bff7ec35b82e10953,0.0
fa90b73e9634c14118840125,1.0
2fb08ec81bfcae80ff6cde6b,0.0
ddaade2ed4f66f6bdadced22,0.0
b90b4015322106e2401df628,0.0
13dd1d8a1d14496d01530cd8,0.0
c65f16840ad269d68824281a,0.0
5e87263c47dfac0bc50a0a2a,0.0
cf05376205d21cdd0079b9c2,0.0
b7edced33801a3abd86cc38b,0.0
b4be8703d228aeaec7bb437f,0.0
c7fcfe9a4c4e97599ce766c9,0.0
170bd4cf22138de11710f819,0.0
f8920cad1a311b9ccfecd076,0.0
16c4f5f0292dab53ce1c2ef5,0.0
e3442acda4227e19be61b3c7,0.0
4ea5c8bf2ff9777500ea6fce,0.0
42d1785d9f9481a34b7964db,0.0
a038d0f85bfa0c1253850cbe,0.0
a599a99d21bf87cc8a668325,0.0
d9ac14fb84a631a36aac2760,0.0
87c3ebdb2a5dc76d47484c98,0.0
75379e0b8b509d85bd8ab957,0.0
c15001cbcc068c786974ff1c,0.0
47c39e2726ef12c923fa1356,0.0
289be94a99a451e28266d6b2,0.0
b8da5d5660c997c8d8434fc0,0.0
c8bd45ff6caf268ba9034278,0.0
06bd0fae2bd046a421ad1cf9,0.0
18f7eac81f28aa3187dc81bf,0.0
89f825356eafbc064e063e65,0.0
5d4ab8666335952bc6a0f0ce,0.0
0b779b7d4150c614e72f2d20,0.0
46667cd487ec2bcd7cb3229c,0.0
5278d4fab6bb520322a61fa8,0.0
b06c42ae8bb36043a538a745,0.0
f2bcea5ef7a4b6a00e204002,0.0
03a26219198734beaf8fd6a8,0.0
b4c793172e3fc95c9d3e4a3b,0.0
b3308a3939f0e74d8c4cae81,0.0
434d40c253aa9d9850b7b188,0.0
fab76a13374d8a97f84e8d25,0.0
590ead475f0e2e420e508541,0.0
79517f5cdb8031e8ad669b78,0.0
4ac6c97edca938f5ba9e9761,0.0
12efbb82314ea9165f379b89,0.0
221650e4faaf3d891875751e,0.0
c476e8e71668f4be7e219b63,0.0
be86533871fcb4d5f30f89d1,0.0
44fb42ba39db8ba77472841f,0.0
3f29b423b6b7731060b024b6,0.0
6e9b94bc53e33b421821a97f,0.0
ca61d9cd25b7290a41b91994,0.0
b850ad754ca9269bfabf440d,0.0
6972eeac6cdce8cf043eb149,0.0
ce0fa9d05a3149212ea5f1e2,0.0
b3ed8ed61607c6acd57b9669,0.0
3480c76f9969f4162b22d24a,0.0
1e2ecdd4f57d183c21cf878e,0.0
f1346cbe65aa57ce173cdfd4,0.0
09670a6ef1b8f838c280f5ef,0.0
47c691eee173f39d267997ee,0.0
29ef0a243310ac70ab0e8514,0.0
9f5b084c8498e662773f7e8a,0.0
a616445f6607032757a9d719,0.0
867b41d5ba6bd84f81a96156,0.0
d300e8aa829cf3c680d4d877,0.0
a052ff2faf8aa04f216a0ce2,0.0
c9962f8cc721adc679a3a6bc,0.0
816511173243c4392dddebf4,0.0
4eb7951fe4e014cf5f42e0f4,0.0
45e57f45c12235ad3a317d08,0.0
6d9128637db9d36c7d378efe,0.0
ae97ad1581a3f1baaec62e83,0.0
6f83f85e254665f63a02cf7b,0.0
c72bf85e81e87480dfa85d60,0.0
76c8bf8704ea3be60473f5b1,0.0
ca9eeb0b02ea97e5536f901f,0.0
3191524b939382be603d215d,0.0
f5bf36ad1688301085330ac0,0.0
3bf93c80e9de8f72eee069c6,0.0
78a84a764fafde1637adc700,0.0
7a6c9bcaee2d5eb2073e7f3e,0.0
cd74cf399e08cf758438b7c5,0.0
471377b85f0a7cd5084334d5,0.0
6552b24f668fab7b4a8ea3c2,0.0
10007ab3c2c6e364ee0f9235,0.0
4629b700adaef96906f7e512,0.0
ebfc2f182e892cff0f55276c,0.0
e78170d7bc62c22e911c107f,0.0
0e9812c1cf67d784173d5fa0,0.0
ad330e5ef45a4b394a818761,0.0
d0773abfc1625df406894967,0.0
31382acc92f1912986684210,0.0
34d561f69fb3a803585b6a26,0.0
3e06870a3be8aabaf1d2d252,0.0
9ee1528cb76fd8c419a4b8b7,0.0
6b516c9c266cfbbbccfc24b9,0.0
1c528e48c9a389e5c3ee47a2,0.0
29034812f573d1ada699cfac,0.0
c1e1c060e759c04ce53a560a,0.0
4cdcecaf6a8749fa70195876,0.0
b2ca0ed04f551dc6bbf7e156,0.0
e5d32a0b94f88f4ef62308bc,0.0
9188ce5147f61a87ec71ae66,0.0
dcda32de92bcdbc843596feb,0.0
d5aa4a53eeab1f7e0f5d02d6,0.0
e0022ec20f5910b7182dce58,0.0
7c3268db612eabf297015806,0.0
8ee5a46fa9b124a128f076af,0.0
e910eae430fe9ec0f410589b,0.0
663bd4666c4962c4b1fbbe56,0.0
39a1e89c530efda6de64e332,0.0
085631e266f7c20b48781876,0.0
dd89af23da21e278f570e322,0.0
40fac4c8598ff617e994f9ce,0.0
18e9099c7af376f1f52dac28,0.0
81cd5f3d68ca0b98e6038963,0.0
fbdf6ba9057056057c806457,0.0
f6ab10ecb2b481dd3f46882f,0.0
dbfe16deaecb4657e7aad3f1,0.0
7edfd33fb13a4fb1adc2b492,0.0
d6ba28e827d377ae111d2772,0.0
f07bef32112a3d28b94994d4,0.0
c55567bf01ef218b7bac1851,0.0
07f20c050901cc9bc910302d,0.0
8fe8ba6031b8368039c516e2,0.0
e6b1c1db94c850bd0d879fdc,0.0
39b36ae780dc3514254cef69,0.0
b7a3cd66556313595b273a6c,0.0
aaf9052808d1fdab13b4fb36,0.0
c2e4e0349ff88e1990f0c6b3,0.0
37c88f755940ea7276e9c8a7,0.0
155baadf3052104ac27e643e,0.0
90c14eff121d34ba63f676b2,0.0
d391434847438492de315f1e,0.0
1793b1a9debeae8cf554f72d,0.0
49821692813e979d7de5c927,0.0
553ed8edf2d91ad12277ab85,0.0
b1662a1c5eb145014da23d84,0.0
a26ee108df50f547784f9b4b,0.0
62551875743f8aa08f92cbc9,0.0
221c2ec8d3f5bbb2db8d3846,0.0
199bd7864bda7881948c560f,0.0
9c26c68a75fff4b557301bac,0.0
ccf5d2292ab4930a63e5bbc9,0.0
2ba8578f5de46c0d0e476c9e,0.0
a2fd317115081c274a6639c1,0.0
b654ff3d0e9b527aad88ecad,0.0
0406bda055a0ebe325f96dd4,0.0
d629a5fcd6f1d9cc8b7e14ff,0.0
5b8a97e6f8ef906dcbc12ec4,0.0
47060473000a8d03054ab9da,0.0
7de1c469cab418f4595f4033,1.0
a5ccda3faf838f71d3e6bb34,0.0
da0257e19e1da1e56fc1760a,0.0
40d966bd9af05c7095a92276,0.0
ebb77da96728482d1ede33b2,0.0
55e43f022a0676b378e774de,0.0
29091c723a7df70dc31d966c,0.0
b35b866e01378071e0198152,0.0
24ad28e649fb8a9da3f06fe4,0.0
225b2c1636208da3a7486a83,0.0
4ba372c1f0ce6c1300cebe10,0.0
ce2b2fdcf7974897d5388625,0.0
b01462417d92076988e36d23,0.0
22bf8b28904168a7ebfe6179,0.0
2ebfbb14587fea865045acb2,0.0
f41655285da3577878934a9e,0.0
09c89be22e5995d5acb84b48,0.0
264abaa943ddfb4fb8e07ffd,0.0
6b5dabe183307b616f603bc1,0.0
d671b77ff37fa29b2b76995b,0.0
bc0b9d77d5c11c946fe86add,0.0
9d4827fb2932738a9fcadbd3,0.0
9b1f5f280b23f535af0a896a,0.0
d8aef11e9caecd52ae249051,0.0
c2deb501ba42d74ee4f567e6,0.0
72cff14026e3f09f0a5921dd,0.0
a3c090d6488a9592e7b66bcb,0.0
71c5759900f0704cc1990a8b,0.0
4c7a08ea0fd08d79e27d1750,0.0
6b0767a656daf8499051eb87,0.0
b1160e3c0539b9c63344d0ab,0.0
66d5dfacf8027090fa48f408,0.0
32240c79d1dbf7565487488f,0.0
0f99994a9c69b13b4096f872,0.0
0a6bd6f500a7e06929f726e0,0.0
e5306fbfea9551ae43454176,0.0
95c341f68b080c44c246539d,0.0
72ee4e4ef8b043a373929026,0.0
4e9772eacd8afe594cc35abc,0.0
a2835550df2f921f66424866,0.0
9575c497ee7972d3d2d2b14f,0.0
be200530ea5c55a427aa62b8,0.0
c4f43579773a26b72004acc3,0.0
e7b69946caf2c4651f99aafb,0.0
168aea512d579293ff18fe15,0.0
d130dd1652cd6b10a47c2704,0.0
120555fdfb440a7dcb29a5ee,0.0
d2ce84444c23ec3c082f2e6a,0.0
bd2ac5858b11ea2ecdd5376a,0.0
edbba473007b315899724ad9,0.0
c4ae63c08fa7c5510be758e8,0.0
cf26ce090fb3c4b328833cb8,0.0
e6fd82f499bdd561f18f656a,0.0
36634e16bbae73ff3dfcce8b,0.0
7c969ab47705a04b7485dbce,0.0
465e05c994384d2f81871a72,0.0
b92bc5d44fed9a79a48a8064,0.0
0c0178dbd0eb86e84c7e3e4d,0.0
18548c4caf6d3eaa37ac9ca5,0.0
a8a58ec39c7ce2701fcdf4f7,0.0
d5091155f847036ff05d22d1,0.0
d5e94dffc3717f1e4e305c34,0.0
17b957183c6ab3f4e745f36c,0.0
9d63021237a29ab864d2a2fd,0.0
735add0d453308013b827e13,0.0
271d881ba62393aa739309c0,0.0
de6f71ba44add1347b8a81a4,0.0
0d2738384936d9c88f9628f7,0.0
96c140cdb6ac4e90c2a71c72,0.0
4623dd7ddca0ab32153a00c9,0.0
5fd5f71c09ec6e5fff272d1a,0.0
ad1f6739c1e6027bb4d9e967,0.0
d223f3162ac7495522b96836,0.0
3b1183c1d0ad2586716e6238,0.0
5221b68df9cc6a9b427d743b,0.0
6c2a1688a80e2593a508ea0a,0.0
c9d8e969c893ee77c196b824,0.0
a8df50eb40952e96669ab999,0.0
ade93446389a61190cc68a88,0.0
8f1538ef87dbed69fd414044,0.0
fbec8d1c3857d2b9a24b6ea3,0.0
58ad0770ca70418d72571a54,0.0
5e8b39acd6218b88c358682e,1.0
767a8a214ba75d7a2096c867,0.0
e083c21e6f6d032a68946851,0.0
646bc3dda0e80b65eb6f1a4c,0.0
62a522c3bab41966ee6660ce,0.0
7fda23d213415d2d73f23a03,0.0
1967910aab47d4be63632d9a,0.0
cbd86a24752f23f147916837,0.0
bb9f637290a7a7eb5ae92d0c,0.0
07de16884350cd593b7c86fc,0.0
523da0531a939e9e069b6c0a,0.0
765bbdb4227ea1d093a25aa9,0.0
322c394727109183ce9d589a,0.0
91e991d53f3226c7752f2ee9,0.0
1dfe3a3aa934f8109c63611d,0.0
dc1b220b6318e60b7510386e,0.0
2de274ba9211d635060c0166,0.0
afffe99d81e27baf55a45282,0.0
7db0bb25f4696f2f89035895,0.0
3369b542878e536c6732d3ed,0.0
06d40ab3a1bbba5c401cbf0b,0.0
debad34a014af9d4269bcc07,1.0
44696a8a578ac248fba9ae6d,0.0
c0eaa367580456f9587b4457,0.0
465a7cdf1899548b7624fd85,0.0
be4a0e9d93d97cc0d0087076,0.0
fcc67ba33e6fe5b40d74151e,0.0
d1d58e49b9031865aa5f074b,0.0
6dd2b0d0b8dac082f7df0b74,0.0
11e10af4851c76ce017bcab7,0.0
428c4208fbc953fa712bf426,0.0
3389446841d8e3ea9b030f47,0.0
11f53ed7d75caa8cc9b09e55,0.0
a8cd1f0028dda139781db2ea,0.0
c52c28a8b6a8a71af75830e7,0.0
65c075c07f5850fe6f9634ee,0.0
c9679635479e1ba767ee36f5,0.0
3b815811f10b991a9669649b,0.0
59023ed6fb47a9275cf62706,0.0
1106e812c601fe649734493d,0.0
bba8401707cc93ebde075fe1,0.0
fbaf183af1f6903b26881397,0.0
489ce196634689b357c7be58,0.0
71e2db2d22e65edd501cb520,0.0
8daabdead7ac2f60387675e9,0.0
1c815b754f9315dd773e3a4f,0.0
0a0d65e5fde47baa2a3b51e1,0.0
58e8b81831f138cfc2bf38bf,0.0
4b429ea23b4f77c827fc911b,0.0
9a43dff8aefbc31667a9c570,1.0
854d38f197204b6ff610457f,1.0
e3a7d241a8b1ce673f54f6f4,0.0
3661e49a21629e74916f4f77,0.0
7d4badb60b81e0edafdf002b,0.0
c367c3230823031805c48684,0.0
846fb10a1c40eed208fcef46,0.0
6f007a4f41e00e6d5a9673cb,0.0
fa684bad1d43500d865f01c3,0.0
f883f99a4532b90139487b45,0.0
886b849a69feac677f41d9a6,0.0
3b6c27b4af9a2d86273d02d3,0.0
0a9cd5f2b427e2a15afb49b0,0.0
ed4048b8599e9ccac35d71a1,0.0
57177c33c38868eecd90ba0f,0.0
8aef815ede34202ae8e66b1f,0.0
164e4a90144cfea3571bbdb4,0.0
c78378249d3940131006393e,0.0
582fc95917d948add0edca93,0.0
4607d486e097efceabd92ca4,0.0
e88c6bdb637b2cfaa062d6f9,0.0
e2663ea843854b3ccfdcd64b,0.0
3d4bcf00e42344103c767c79,0.0
995d8c53669449418590fa87,0.0
65486e43670c59722fc7ddab,0.0
0b44357973445f1002e59107,0.0
8c03816982b9c1bbc5fac33e,0.0
bfd4177d82f045e6aeb6fed6,0.0
5a5a15b2d864ef7258737f46,0.0
fa149e77d9ca83e507ab82e2,0.0
aaffba81dd9f73896b5919cf,0.0
926ec1f2a55a792540de44f0,0.0
eef22768553c323150ee85db,0.0
a695b8f0e75c5ee9984a6ee4,0.0
f755e5997982b09eb7e21524,0.0
8309a40a8b3432c95e6c9c3c,0.0
e5dfcf4afef7168775d6aded,0.0
dc71ba1e6fd60b8bd9f42fb4,0.0
6146bbf865598c86f9630b70,0.0
a04bb296d6a69a26e40318ce,0.0
a1376517b68a56cff25e2b1a,0.0
0b34e24a239384795b5500ec,0.0
20d8dab6c8d672f1a0b623eb,0.0
0ae3ae8641dd1a1db91661e5,0.0
b790a872f3d6e5acc8661018,0.0
9c7de99c1305451e53acdb9d,0.0
1493e36b274bcfdc735e6331,0.0
056f032ab8e0fe987c70ad9a,0.0
f00440c4072eafc375f007d4,0.0
8ffdb076ab265ea10534bf8c,0.0
6a4d64e7507a7beef5574410,0.0
4d2c6e3726051fae1b4d06c3,0.0
ea2d705ae9629538fefecfe6,0.0
5b45dea50a6020a8b7e076f9,0.0
45778640f31481fa52f95f25,0.0
fab5777d05ac57dd10b8a5f9,0.0
4a818a1686f114d7a678ac7f,0.0
e4ff919f2077c900a961850c,0.0
39ff756ccc7b94bfa1365c20,0.0
2a9edebbc89646b5e4e312f6,0.0
00a0776186118990fe3efd83,0.0
8ddc1c37c9fbf6faec67b8cf,0.0
2f5931c4f17a5ca235eea04c,0.0
c02d75d21939146c264f47d5,0.0
fc32d5d272b34bc6dd8ec767,0.0
235b19d6554dd76ed8dd3a96,0.0
a68ff66988b46ca2864a68e6,0.0
f84555f519befce46774dc92,1.0
3a25d11be2be40d1c85ceab8,0.0
dcb5206bbbe01754d888c758,0.0
c54853eac165d7f1214456b3,0.0
9e1270e92ef3a916b15d9099,0.0
3010902d31188570ebea219b,0.0
fa192decc64efa1d5e975084,0.0
6b3c5c7aed9cfec4947d7470,1.0
5c309e501d49e70ab1f02689,0.0
0fabbc54942b0eb148e60686,0.0
e596d466219d0068870ec57e,0.0
5a84b3e9850e604b280e2f03,0.0
4061925c52c1ab5220111e19,1.0
c5e8f06cf6ef0a0bf0dc952e,0.0
42a639f21f6a30bf35a51621,0.0
1f4293af5d8881718ed81610,0.0
3429f140c4874c5f213c3775,0.0
1677453be2bfd2db3be242c0,0.0
258489b3b22977fbfbd9c199,0.0
a5111cdf440f73d4c560652a,0.0
831eb4080ee212a6cb2e0b31,0.0
452ef23f76baef68a53c3ec4,0.0
267082f6ea40184d865eb7c0,0.0
5fde549b7fe99203beba289b,0.0
94f5fc1b75c4a73a4e05edc4,0.0
47eca43177164ce4c6bb5965,0.0
7b3eff07a64b52ea3e324c2e,0.0
5d7f56092935bc5f775de918,0.0
4d7c195da2fb6e90249dab09,0.0
c2b2b0defe7a3ff6ab9c5192,0.0
cefe96fe0f41ce954e762d2b,0.0
55ebb3f93f3d7b1894da9116,0.0
847626961396d43184815cf4,0.0
79b0f6ebdac9f23b31723fba,0.0
4c40947f441a7030fa995f1a,0.0
d23e07caa4b3ad7a1d0a1df2,0.0
5e3c5c8d1aba612a729fb4a0,0.0
9912b1ff2d8af4fe411ec8ee,0.0
e0dba618acf3d30d9777db91,0.0
b18b3984fbd91439f938f268,0.0
c8c18d2a167d0ad9224d2d42,0.0
8ab6b3583cca614d169f4ef0,0.0
61d637159e4ca31394b2cbe8,0.0
caa6cdc9775887956e379f59,0.0
fecc7eff09ba118009be82d5,0.0
d33340688480d5d21a61ba8d,0.0
682dbf66bf488b8b02b22a1f,0.0
5c23ae063a079e342ffa6e2a,1.0
3099e3192a0d04793ccc2be3,0.0
0a038f960cef55a521016aed,0.0
c6489ea93136ed4fa43ae1be,0.0
6f0f1a8392748025b7e70521,0.0
1db2b91f1898fdcdb2b7af82,0.0
23cf656f811ad65d5cabc744,0.0
a9c4fba006bae921b6799c8c,0.0
b5393213472352d183abb1d6,0.0
a944f39620783fe0e311eb79,0.0
b68af53de6b4643a20c03be0,0.0
bde13ae244aeb79337050ca7,0.0
2d37fb5eb182eedb40b08852,0.0
9c717c0d91615e17e21b01a5,0.0
cec39e2d632e96e4d470a014,0.0
d0466977fb4e477c810de19b,1.0
f008f6421a29c613e05cac35,0.0
3d8f7b757891d57694bccb34,0.0
64e647bb9ce82585848e1be9,0.0
be46db6b6eacdca6b0ca9f9b,0.0
1007f7ab627b95c013a14472,0.0
c85ac90c5d21dec915dd632b,0.0
3d504ef7320f82c7d1284d42,0.0
ae7fac067d70c07bbd714704,0.0
1f3a7093a1930236e7cb50a4,0.0
6579d093ec6d89d4bb40c521,0.0
7b49a408b944ce61026b371c,0.0
4402063761e1001a58cb81e5,0.0
4a83ee9157c40faeb9125802,0.0
de8143e2e07075e57002213e,0.0
5462fb01adece52bd4a68ab1,0.0
2bbfffed912ee4e725c69942,0.0
a4d1c304ba21a3f9f3d87ec5,0.0
27046a13998ea58151bae1b1,0.0
2fc35c35ac6d381164a8a445,0.0
7524a431941e67306fdfa71a,0.0
168179757d1af9612fe6773f,0.0
7afca0b2e6c5b1732f37a430,0.0
9b4b041e36d0c48e12eea63d,0.0
ccbf33e69d167ffcc87ae3d3,0.0
e83c899ee2738c1fb8d32365,0.0
a8c8c293f6754960b5693730,0.0
2dd50949ab98098624d005c8,0.0
74b12f03aa5871a8baef0b54,0.0
714954672d4a5724a9ccde13,0.0
9764f475928abeb13807abef,0.0
f45289968e7c22c4e89cb784,0.0
d9aeea118a98690c0629cb6f,0.0
93d5c0dacb4f258cc158b181,0.0
631f59d28ae0e85932886a43,0.0
3ce0180abe22b723c0979320,0.0
12ce014c081d4b5663d88588,0.0
66466d5860a1cc2ed7fe8e10,0.0
d2cf68b34f93b65b9e4ddcd8,1.0
19e12494ef0ae848b3b17dba,0.0
eb938e894ea55441d35a532f,0.0
ac177011632386c8037ea804,0.0
09e1dbd74e08d592a788bae9,0.0
9ca1e87eaf393f3e1328f393,1.0
d670cf301b89623e8f2762a2,0.0
f0fce0e42e5249e515b63273,0.0
54a7cae7aa97017f9f7c15b4,0.0
d6b2dbd73aea556824fa7b26,0.0
92c31ce3f6b7de0508fac8be,0.0
252ec1418a28b9fa05ca2b2e,0.0
3f41d34131cea81c695f0722,0.0
c6e9846bb187b373a97b4fb9,0.0
19cce9945981146b2aeb2c2a,0.0
2c8f4321751a344765df75cd,0.0
2719b77bbe9e9ada0fde9bca,0.0
60c35280a3ff26f7b4a70b53,0.0
23b5fcd29496bdf40efece27,0.0
31040913ae3d85cbe9bb26f2,0.0
2723a971ebd1478c11dc588a,0.0
35dd23f247e3529caca18bbf,0.0
d6b1aed5aac6a4c43ad77b72,0.0
5ef2c9a78278053af84bc525,0.0
0b8886b15c41324be17aaed8,0.0
1dc50a163dac2e1f16c4dee4,0.0
8a9cdcbe2d781e5c4eb67bf7,0.0
965d7e2311c28561075c5d42,0.0
e1b44bbf3fc6e3752b0d98ec,0.0
3591b4c4e7bbc5a3eee67883,0.0
45222f56c01fbfd99034d4f3,0.0
d27365c2289c4024732144c7,0.0
6552864faf7d266c5e33dc6a,0.0
7b5664e5733b2958b57ca3f3,0.0
ec4bb40709de29440c936f60,0.0
4803db24aba4eac0b95b29d2,0.0
b2312de93c17e9fda82ddb51,0.0
97f90431c72b20044baedf1c,0.0
7b1e5765dcbcac4b7e129b74,0.0
2ed6ea0f9867e212155dcda6,0.0
f0f7c8fbc52bdc0451b1af86,0.0
3df509b6e157d224a677f7b8,0.0
98c0f92d830fb5c43e160db3,0.0
44c7cb3db42b011cde35d60a,0.0
92ff58273b8e0a6354cf2b30,0.0
0a13e8d78a03c062aa616666,0.0
8be833ab0672dab9c039a807,0.0
e084fc12aa9af0b417404c92,0.0
e456921197085fb05c79b0ec,0.0
ffb6bc8b94797355f2fd7152,0.0
0c2cf545d630243afd3f9fef,0.0
667eeed3285ba0f8ce8d1c05,0.0
f84d97591cf0bef96a62fa11,0.0
bc35d1047a406e61d8adfe9d,0.0
b704dda4b1f129eb4099538e,0.0
8d64c6b67507dafb7223286a,0.0
0f25d309eed58609253a376d,0.0
61b4866da7173be0bce2808b,0.0
f282a260855aa0ed5d3dae38,0.0
94bfe3b29f5001b1f2370ea0,0.0
201b4f9be58dad5fb5e14f97,0.0
779bbb65917b4b2f9d1ee16b,0.0
0ff9ae0315e70b6ee3468b5d,0.0
a3f5d869cba88c0c958ea915,0.0
f0b36a89aa4e1e2ef6c961fb,0.0
d257ed63cec537b06e4cc249,0.0
928e9e64a6db3c0eed7888d9,0.0
469fa0374c65a165ac8e65be,0.0
91af306e85e40e1d6d176403,0.0
afc007858a5734bc299f2e57,0.0
797ffee30117c2d48f81ad4d,0.0
700c7f9bcac2f86d3fdbbeef,0.0
8af3c14a5015154b47272f6c,0.0
81db63ad399e773ef1d0eb89,0.0
2d665107aa34d17f7c8f3bfd,0.0
153d409a43220d12daa69eda,0.0
eeb1ac1babd7a83d5a2938a5,0.0
04fc758e92536cdecb0c5827,0.0
cd7fe0e2c7a999b49d015966,0.0
